id,source_url,business_name,business_name_ar,category_slug,category_ar,city_slug,governorate_ar,phone,email,website,facebook_url,address,address_ar,raw_html_hash,source_tier,scraped_at,matched_facets
216,https://yellowpages.com.eg/en/profile/cairotex-for-tricot/27260,Cairotex For Tricot,مصنع كايروتكس للتريكو,,,alexandria,,"03-4294-264, 03-4253-926",,,,"6 El Manara St., Wabour el mayah, Alexandria","6 ش المنارة, وابور المياه, الاسكندرية",cda69c79bb16a704a79c8521d362c571,1,2026-05-12T19:41:44.299120+00:00,"category: Textiles, city: Alexandria, keyword: مصنع"
215,https://yellowpages.com.eg/en/profile/cairo-factory-for-tea/171598,Cairo Factory For Tea,مصنع كايرو للشاى,,,giza,,02-3820-2755,,,,"Plot 6A, , 2nd Industrial Zone, 6th of october, Giza","القطعة 6أ -  - المنطقة الصناعية الثانية, السادس من اكتوبر, الجيزة",2d38bb1f6620f56486eab5e77bc7ab6f,1,2026-05-12T19:41:33.817880+00:00,"category: Tea & Coffee, city: Giza, keyword: مصنع"
213,https://yellowpages.com.eg/en/profile/cairo-envelope-manufacturing-&-printing/1415,Cairo Envelope Manufacturing & Printing,مصنع القاهرة للظروف وللطباعة,,,cairo,,02-2235-3615,,,,"20 El Guioshy St., Shoubra, Cairo","20 ش الجيوشى, شبرا, القاهرة",a4cb3592495cd60ca4fdd9c06d3f2505,1,2026-05-12T19:41:03.299445+00:00,"category: Printing & Equipment, city: Cairo, keyword: مصنع"
210,https://yellowpages.com.eg/en/profile/brothers-factory/1717,Brothers Factory,مصنع الاخوة,,,cairo,,"02-2251-8360, 02-2251-8360",,,,"280 B Teraet El Gabal St., El zaytoun, Cairo                                                    In Front Of El Shabrawy Restaurant","280 ب ش ترعة الجبل, الزيتون, القاهرة                                                    امام مطعم الشبراوى",38d3ab69edd3ac436366820a731867f7,1,2026-05-12T19:40:33.226951+00:00,"category: Clothing Factories & Wholesalers, city: Cairo, keyword: مصنع"
206,https://yellowpages.com.eg/en/profile/bike-socks-_-miragotex-factory/151980,Bike Socks - Miragotex Factory,بايك سوكس - مصنع ميراجوتكس,,,alexandria,,"03-3934-260, 0122-4588-799, 0122-3232-882, 03-3934-260",,,,"56 ismail mehanna st., Abdel Moneim St. Previously, Al laban, Alexandria                                                    in Front Of El Bordy Mosque","56 ش اسماعيل مهنا - ش عبد المنعم سابقا, اللبان, الاسكندرية                                                    امام مسجد البردى",6cc5ee4d4e279526260bdf70ffaa8b2d,1,2026-05-12T19:39:17.798636+00:00,"category: Clothing Factories & Wholesalers, city: Alexandria, keyword: مصنع"
204,https://yellowpages.com.eg/en/profile/big-ben-confectionery-factory/15331,Big Ben Confectionery Factory,مصنع حلويات بيج بن,,,cairo,,"02-2593-9320, 02-2590-6960",,,,"9 El Borg St., Faggala, Cairo","9 ش البرج, الفجالة, القاهرة",94bafab22c095aabdec0e6e69e83e7fd,1,2026-05-12T19:38:47.577107+00:00,"category: Candy & Confectionery, city: Cairo, keyword: مصنع"
201,https://yellowpages.com.eg/en/profile/begal-factory/555221,Begal Factory,مصنع بيجال,,,giza,,02-3702-9563,,,,"8 Farouq El Feqy St.  Off Sekket El Haj Aly St., El Moatamedeya Village, Kerdasa, Giza","8 ش فاروق الفقى  متفرع من ش سكة الحاج على - قرية المعتمدية, كرداسة, الجيزة",d8c8a94a0999fcc16f372945f0c8e79b,1,2026-05-12T19:38:09.486653+00:00,"category: Housewares Products, city: Giza, keyword: مصنع"
200,https://yellowpages.com.eg/en/profile/bedeya-factory/138486,Bedeya Factory,مصنع بداية,,,giza,,"02-3560-9028, 0122-4222-750, 02-3560-9028",,,,"21 Kamal Hewaidy St. Off Khatam El Morsaleen St., El Omraneya El Gharbeya, El haram, Giza                                                    in Front Of El rayan Gas Station","21 ش كامل هويدى  متفرع من ش خاتم المرسلين, العمرانية الغربية, الهرم, الجيزة                                                    امام محطة بنزين الريان",2db38f3c50114f9c52208ab10c4abe21,1,2026-05-12T19:37:53.951257+00:00,"category: Clothing Factories & Wholesalers, city: Giza, keyword: مصنع"
199,https://yellowpages.com.eg/en/profile/beauty-natural-factory-for-cosmetics/693479,Beauty Natural Factory For Cosmetics,مصنع بيوتى ناتشورال لمستحضرات التجميل,,,cairo,,"0114-1449-977, 0109-7533-955, 0115-6754-455",,,,"Plot 119, Industrial Zone 100 Feddan, Badr city, Cairo","قطعة 119, المنطقة الصناعية 100 فدان, مدينة بدر, القاهرة",d23280539f2162618da59bef029256a2,1,2026-05-12T19:37:38.418942+00:00,"category: Cosmetics, city: Cairo, keyword: مصنع"
198,https://yellowpages.com.eg/en/profile/beach-factory-for-swim-wear/117550,Beach Factory For Swim Wear,مصنع بيتش لملابس البحر,,,alexandria,,"03-5283-998, 0100-1467-437, 0100-9992-494",,,,"18 Ibrahim Hassan El Sayed St.  Ard Tshakos, El Moalemeen Tower, Ras elsoda, Alexandria                                                    Near To Sameh George Pharmacy","18 ش ابراهيم حسن السيد  ارض تشاكوس - برج المعلمين, الرأس السوداء, الاسكندرية                                                    قريب من صيدلية سامح جورج",bb4335ba33409ea700d47e18164b23e5,1,2026-05-12T19:37:24.160568+00:00,"category: Clothing Factories & Wholesalers, city: Alexandria, keyword: مصنع"
197,https://yellowpages.com.eg/en/profile/bayan-factory-for-embroidery/525705,Bayan Factory For Embroidery,مصنع بيان للتطريز,,,cairo,,"0114-6777-286, 0120-3582-380, 0100-3559-774",,,,"8 El Wardany St., Arab El Tawayla, Ezbet el nakhl, Cairo","8 ش الوردانى - عرب الطوايلة, عزبة النخل, القاهرة",d291c6462bc680d7ab92240ab363f02c,1,2026-05-12T19:37:06.550253+00:00,"category: Embroidery, city: Cairo, keyword: مصنع"
195,https://yellowpages.com.eg/en/profile/barakat-factory/68591,Barakat Factory,مصنع بركات,,,cairo,,"02-2283-3724, 0122-3252-207, 0100-1141-738",,,,"El Amireya Bldgs., Block 1,, El amireya, Cairo                                                    Behind Traffic Station - El Amireya","مساكن الاميرية - بلوك 1 -, الاميرية, القاهرة                                                    خلف ادارة المرور - الاميرية",661ba6dc1dea703d553b03a62f2b2636,1,2026-05-12T19:36:27.315285+00:00,"category: Clothing Factories & Wholesalers, city: Cairo, keyword: مصنع"
193,https://yellowpages.com.eg/en/profile/balbaa-factory/33705,Balbaa Factory,مصنع بلبع,,,alexandria,,"03-4872-829, 03-4872-829",,,,"3   el qaliouby alley, El mansheya, Alexandria","3   حارة القليوبى, المنشية, الاسكندرية",9dbbf28b274b984aab66058762577445,1,2026-05-12T19:36:01.260568+00:00,"category: Candy & Confectionery, city: Alexandria, keyword: مصنع"
192,https://yellowpages.com.eg/en/profile/bakr-factory-clothes/431025,Bakr Factory Clothes,مصنع بكر للملابس,,,cairo,,0106-3887-641,,,,"Moassaset El Zakah St., El marg, Cairo","ش مؤسسة الزكاة, المرج, القاهرة",95dcaeb398e5fd8ca5934b125a74b847,1,2026-05-12T19:35:50.478123+00:00,"category: Clothing Factories & Wholesalers, city: Cairo, keyword: مصنع"
189,https://yellowpages.com.eg/en/profile/aworia-factory/58179,Aworia Factory,مصنع اوريا,,,cairo,,0122-2326-546,,,,"108 shekoulany St., Shoubra, Cairo","108 ش شيكولانى, شبرا, القاهرة",faa9a25f250e75d762d8cb12e405749d,1,2026-05-12T19:35:09.521078+00:00,"category: Plastic & Rubber, city: Cairo, keyword: مصنع"
188,https://yellowpages.com.eg/en/profile/awlad-nasr-salem-factory/96078,Awlad Nasr Salem Factory,مصنع اولاد نصر سالم,,,cairo,,"02-2593-0029, 02-2588-6844",,,,"22 El Gamea El Ahmar St., off clot Bey St., Ataba, Cairo                                                    Behind samaan Sidnawy eL Ataba","22 ش الجامع الاحمر, متفرع من ش كلوت بك, العتبة, القاهرة                                                    خلف سمعان صيدناوى العتبة",d78adcff46aac111ac44ca89a3da1966,1,2026-05-12T19:34:48.810594+00:00,"category: Plastic & Rubber, city: Cairo, keyword: مصنع"
186,https://yellowpages.com.eg/en/profile/atico-factory/410480,Atico Factory,مصنع اتيكو,,,cairo,,"02-2263-4591, 02-2263-4592, 02-2263-4593, 02-2263-4569",,,,"Misr Ismailya Agricultural Rd., Abou Zaabal, Cairo ism. desert rd., Cairo","طريق مصر الاسماعلية الزراعى - ابو زعبل, طريق مصر الاسماعيلية الصحراوى, القاهرة",cff7908833c431c1c30b4fffcecf118e,1,2026-05-12T19:34:22.848706+00:00,"category: Home, Office and Garden Furniture, city: Cairo, keyword: مصنع"
183,https://yellowpages.com.eg/en/profile/assem-brothers-factory/30551,Assem Brothers Factory,مصنع عاصم اخوان,,,alexandria,,03-4814-575,,,,"27 Abdel Moneim El Debba St., El gomrok, Alexandria","27 ش عبد المنعم الدبة, الجمرك, الاسكندرية",0ae0be4ee861de03e49fc900faaf4aff,1,2026-05-12T19:33:33.000627+00:00,"category: Clothing Factories & Wholesalers, city: Alexandria, keyword: مصنع"
181,https://yellowpages.com.eg/en/profile/arosty-factory/31927,Arosty Factory,مصنع عروستى,,,alexandria,,03-4862-187,,,,"3   orabi sq. , El mansheya, Alexandria","3   ميدان عرابى, المنشية, الاسكندرية",c6aa7fcfa0ee96d559665ce6f532ac43,1,2026-05-12T19:33:10.532478+00:00,"category: Wedding and Soiree Dresses, city: Alexandria, keyword: مصنع"
180,https://yellowpages.com.eg/en/profile/armytex-factory/166237,ArmyTex Factory,مصنع ارميتكس,,,cairo,,"02-2576-5864, 0122-2867-628",,,,"6 Ibrahim Azmy St. Off Geziret Badran St., Shoubra, Cairo","6 ش ابراهيم عزمى متفرع من ش جزيرة بدران, شبرا, القاهرة",e73fce3adf1c69810e30becf785a4b02,1,2026-05-12T19:32:55.438362+00:00,"category: Embroidery, city: Cairo, keyword: مصنع"
179,https://yellowpages.com.eg/en/profile/arine-factory/113119,Arine Factory,مصنع ارين,,,cairo,,02-2297-1540,,,,"3 Salah El Din Alley, Off Entesar El Eslam St., Ain shams, Cairo                                                    in Front Of entesar el eslam mosque","3 حارة صلاح الدين - متفرع من ش انتصار الاسلام, عين شمس, القاهرة                                                    امام مسجد انتصار الاسلام",2d4b3bafb6954343995029e177b6e227,1,2026-05-12T19:32:43.641697+00:00,"category: Clothing Factories & Wholesalers, city: Cairo, keyword: مصنع"
178,https://yellowpages.com.eg/en/profile/argiros-factory/172492,Argiros Factory,مصنع ارجيروس,,,alexandria,,03-4804-103,,,,"72 El Mesireya St. Off El Midan St., El mansheya, Alexandria","72 ش المسيرية  متفرع من ش الميدان, المنشية, الاسكندرية",581e20c8d828d51d5769d821ff6ef4ab,1,2026-05-12T19:32:23.712664+00:00,"category: Food Producers and Equipment, city: Alexandria, keyword: مصنع"
177,https://yellowpages.com.eg/en/profile/arc-shoes-factory/124,Arc Shoes Factory,مصنع ارك شوز,,,giza,,02-3820-2671,,,,"Hamada Imam St., 2nd Industrial Zone, Industrial Zone, 6th of october, Giza                                                    In Front Of Ahl El Beet Mosque","ش حماده امام - المنطقة الصناعية الثانية, المنطقة الصناعية, السادس من اكتوبر, الجيزة                                                    امام مسجد اهل البيت",cd52df62bc1d5d6cf36dac0010b1f830,1,2026-05-12T19:32:12.386410+00:00,"category: Shoes & Bags Retail, city: Giza, keyword: مصنع"
176,https://yellowpages.com.eg/en/profile/arafa-factory/29729,Arafa Factory,مصنع عرفة,,,alexandria,,03-4806-698,,,,"5 El Kanisa El Maroneya St., El mansheya, Alexandria","5 ش الكنيسة المارونية, المنشية, الاسكندرية",0df2b792451181d205b301598feb23df,1,2026-05-12T19:32:00.410712+00:00,"category: Textiles, city: Alexandria, keyword: مصنع"
175,https://yellowpages.com.eg/en/profile/arabic-factory-of-smoking/128673,Arabic Factory Of Smoking,المصنع العربى للدخان,,,cairo,,"02-2460-8068, 02-2460-8068",,http://www.prince-molasses.com/,,"40 Misr Lel Taamin Bldg., Shoubra St., Shoubra, Cairo                                                    Beside North Cairo District Bldg.","40 عمارة مصر للتأمين - ش شبرا, شبرا, القاهرة                                                    بجوار مبنى حى شمال القاهرة",a147017bd82bbbc8f188bc31abdb6217,1,2026-05-12T19:31:44.119440+00:00,"category: Tobacco, city: Cairo, keyword: مصنع"
174,https://yellowpages.com.eg/en/profile/arabian-carpentry/200520,Arabian Carpentry,مصنع فن النجارة العربى,,,cairo,,"02-2392-8910, 02-2395-6405",,,,"12, El Saayda Alley, Off El Qalaa St., Qalaa, Cairo","12, حارة الصعايدة - متفرع من ش القلعة, قلعة, القاهرة",0bf0557e5be65f2fa32c2f4dc1bd6e54,1,2026-05-12T19:31:36.208859+00:00,"category: Carpenters & Equipment, city: Cairo, keyword: مصنع"
172,https://yellowpages.com.eg/en/profile/arab-factory-for-metal-construction/58883,Arab Factory For Metal Construction,المصنع العربى للانشاءات المعدنية,,,cairo,,"02-2284-3571, 0100-5296-575",,,,"4 Mario St., El zaytoun, Cairo","4 ش ماريو, الزيتون, القاهرة",ffeb1684ebfc4ffa84fa89849c2421c9,1,2026-05-12T19:31:06.505850+00:00,"category: Aluminum, city: Cairo, keyword: مصنع"
171,https://yellowpages.com.eg/en/profile/antoniou-macaroni-factory/387447,Antoniou Macaroni Factory,مصنع مكرونة انطونيو,,,alexandria,,"03-4877-271, 03-4874-319, 03-4862-190",,,,"13 Hammam El Warsha St., Al laban, Alexandria","13 ش حمام الورشة, اللبان, الاسكندرية",449fa51647a3b136e182d73553a9ebfd,1,2026-05-12T19:30:50.611447+00:00,"category: Food Producers and Equipment, city: Alexandria, keyword: مصنع"
170,https://yellowpages.com.eg/en/profile/antoniou-macaroni-factory/268334,Antoniou Macaroni Factory,مصنع مكرونة انطونيو,,,cairo,,"02-2590-8953, 02-2588-2743, 02-2590-8953",,,,"18 El Kanisa El Morqoseya St., Ataba, Cairo                                                    Beside El Morqoseya Church","18 ش الكنيسة المرقصية, العتبة, القاهرة                                                    بجوار الكنيسة المرقصية",af9c548980f8574f7f040e8207dd2ce5,1,2026-05-12T19:30:31.688451+00:00,"category: Food Producers and Equipment, city: Cairo, keyword: مصنع"
168,https://yellowpages.com.eg/en/profile/amr-factory-for-clothes/545502,Amr Factory For Clothes,مصنع عمرو للملابس,,,giza,,"0100-1668-832, 0112-3671-143",,,,"5 Hassan Moharram St., El baragil, Giza","5 ش حسن محرم, البراجيل, الجيزة",73be349adcae44c95340a053a8527160,1,2026-05-12T19:29:46.366475+00:00,"category: Clothing Shops, city: Giza, keyword: مصنع"
167,https://yellowpages.com.eg/en/profile/amir-factory/24348,Amir Factory,مصنع امير,,,alexandria,,03-3926-082,,,,"46 Abou El Dardaa St., Al laban, Alexandria                                                    Beside Armenian Orthodox Church","46 ش ابو درداء, اللبان, الاسكندرية                                                    بجوار كنيسة الارمن الارثوذكس",99da38d6590d15e04996d885ba66cc95,1,2026-05-12T19:29:36.130080+00:00,"category: Shoes & Bags Retail, city: Alexandria, keyword: مصنع"
166,https://yellowpages.com.eg/en/profile/amina-factory/402817,Amina Factory,مصنع امينة,,,cairo,,02-2422-6662,,,,"Mansheyet El Gamal St., El zawia el hamra, Cairo","ش منشية الجمل, الزاوية الحمراء, القاهرة",2f813a5bafc5f1ad6deec9b420755ad2,1,2026-05-12T19:29:16.592505+00:00,"category: Clothing Factories & Wholesalers, city: Cairo, keyword: مصنع"
163,https://yellowpages.com.eg/en/profile/amer-factory-for-modern-industries/408621,Amer Factory For Modern Industries,مصنع عامر للصناعات الحديثة,,,giza,,"0122-4100-331, 0122-3214-427",,,,"10 Ahmed El Melihy St.  Veiny Sq., Dokki, Giza                                                    Behind Misr International Hospital","10 ش احمد المليحى  ميدان فينى, الدقى, الجيزة                                                    خلف مستشفى مصر الدولى",cee355a690fda27effff7dd14210b96f,1,2026-05-12T19:28:27.838275+00:00,"category: Sanitaryware, Plumbing Equipment & Plumbers, city: Giza, keyword: مصنع"
162,https://yellowpages.com.eg/en/profile/aly-helal-factory-for-parquet-&-floors/165042,Aly Helal Factory For Parquet & Floors,مصنع على هلال للباركيه والارضيات,,,alexandria,,"03-3021-432, 0100-2720-777, 0122-2369-937, 0122-2151-792, 0100-2898-584, 03-3012-164",,http://www.alyhelal.com/,,"., Om zeghyo, Alexandria                                                    In Front Of Express Co. For Laundress","., ام زغيو, الاسكندرية                                                    امام شركة اكسبريس للغسالات",5969f7d407b8b2c4f6716936da43bad6,1,2026-05-12T19:28:14.899041+00:00,"category: Flooring, city: Alexandria, keyword: مصنع"
161,https://yellowpages.com.eg/en/profile/almohandes-factory-for-plastic-works/147535,AlMohandes Factory For Plastic Works,مصنع المهندس لاشغال البلاستيك,,,cairo,,"02-2786-8215, 0127-1277-710, 0100-5385-609",,,,"18   El Kanisa Alley, Off El Yahoud Alley, El mousky, Cairo                                                    Near To College De La Salle - Frere","18   حارة الكنيسة - متفرع من حارة اليهود, الموسكى, القاهرة                                                    قريب من مدرسة الفرير - كولاج دو لا سال",03bbdbfdb9ee7b7fd368b656eceb28ab,1,2026-05-12T19:28:06.807211+00:00,"category: Plastic & Rubber, city: Cairo, keyword: مصنع"
160,https://yellowpages.com.eg/en/profile/all-al-beet-factory-for-all-woodworks/159682,All Al Beet Factory For All Woodworks,مصنع ال البيت لجميع اعمال النجارة,,,giza,,"0100-3857-849, 0114-0049-955",,,,"2nd Services Spine, 2nd Industrial Zone, 6th of october, Giza                                                    In Front Of Co-Operation Gas Station","المحور الخدمى الثانى - المنطقة الصناعية الثانية, السادس من اكتوبر, الجيزة                                                    امام محطة بنزين التعاون للبترول",7809e8f7dffe67f1e631b8af79a8ac9b,1,2026-05-12T19:27:52.719801+00:00,"category: Home, Office and Garden Furniture, city: Giza, keyword: مصنع"
159,https://yellowpages.com.eg/en/profile/alexandria-factory-for-garments-&-textiles/575844,Alexandria Factory For Garments & Textiles,مصنع الاسكندرية للملابس الجاهزة والمنسوجات,,,alexandria,,"03-4245-597, 03-4245-597",,,http://www.facebook.com/BOXIunderwear,"102 Garden City St., Semouha, Alexandria                                                    Beside Alexandria Security Directorate","102 ش جاردن سيتى, سموحة, الاسكندرية                                                    بجوار مديرية امن الاسكندرية",3f5cd0d9d9ce40f764a8776dfe48e36a,1,2026-05-12T19:27:36.044824+00:00,"category: Clothing Factories & Wholesalers, city: Alexandria, keyword: مصنع"
158,https://yellowpages.com.eg/en/profile/alexandria-factory-for-automatic-tiles/38177,Alexandria Factory For Automatic Tiles,مصنع اسكندرية للبلاط الالى,,,alexandria,,"0100-5797-491, 0122-4426-765, 0122-2655-948",,,,"35 Masged Sidi Beshr St., Sidi beshr, Alexandria                                                    Near To Mobil Gas Station","35 ش مسجد سيدى بشر, سيدى بشر, الاسكندرية                                                    قريب من محطة بنزين موبيل",7566e0e62e955eb5aad1cf6ac5cc5f9f,1,2026-05-12T19:27:28.735738+00:00,"category: Tiles, city: Alexandria, keyword: مصنع"
157,https://yellowpages.com.eg/en/profile/alexadria-factory-for-flexible-foam/168427,Alexadria Factory For Flexible Foam,مصنع الاسكندرية للاسفنج المرن,,,alexandria,,"03-4625-081, 03-4625-215",,,,"Plot 292nd Zone, Borg el arab, Alexandria","القطعة 29 المنطقة الثانية, برج العرب, الاسكندرية",0b1fdf23bddae463bc526e31398b17bb,1,2026-05-12T19:27:12.038424+00:00,"category: Bedding, city: Alexandria, keyword: مصنع"
156,https://yellowpages.com.eg/en/profile/alex.-factory-for-cars-body/65829,Alex. Factory For Cars Body,مصنع اسكندرية لهياكل السيارات,,,alexandria,,"03-4879-627, 03-4844-177, 03-4844-188",,,,"43 Aly El Khashkhany St., Azarita, Alexandria","43 ش على الخشخانى, الازاريطة, الاسكندرية",72cc096cd1cc1062d05f684b1d3ef3d7,1,2026-05-12T19:26:57.065684+00:00,"category: Cars Body - Manufacturing, Repairing & Painting, city: Alexandria, keyword: مصنع"
155,https://yellowpages.com.eg/en/profile/alenza-factory/28399,Alenza Factory,مصنع النزا,,,alexandria,,"03-4626-182, 03-4592-139, 03-4592-049",,,,"19 El Masreya Lel Sanfara St., 2nd Industrial Zone, Borg el arab, Alexandria                                                    In Front Of Sarhan Steel","19 ش المصرية للصنفرة - المنطقة الصناعية الثانية, برج العرب, الاسكندرية                                                    امام سرحان للصلب",840e2255a4f06cf083c2eae1bc7d6011,1,2026-05-12T19:26:40.440988+00:00,"category: Clothing Factories & Wholesalers, city: Alexandria, keyword: مصنع"
154,https://yellowpages.com.eg/en/profile/alasyoutegroup/560177,Alasyoutegroup,مصنع الاسيوطى لخلاطات المياه,,,cairo,,"0122-2721-015, 0127-6968-044",,http://www.alasyoutegroup.com/,https://www.facebook.com/alasyoutegroup,"Plot 269, Alf Masnaa City, Industrial Zone, New cairo, Cairo","القطعة 269, مدينة الالف مصنع, المنطقة الصناعية, القاهرة الجديدة, القاهرة",71bdb02573065c36e819b6fd66aa0cae,1,2026-05-12T19:26:22.678509+00:00,"category: Sanitaryware, Plumbing Equipment & Plumbers, city: Cairo, keyword: مصنع"
152,"https://yellowpages.com.eg/en/profile/al_masry-factory-for-automatic-tiles,-interlocks-and-curbs/688116","Al-Masry Factory for Automatic Tiles, Interlocks and Curbs",مصنع المصرى للبلاط الآلى والانترلوك والبلدورا,,,alexandria,,"0122-5786-389, 0109-6207-353",,,,"El Salam Rd.,, King mariout, Alexandria","طريق السلام, كينج مريوط, الاسكندرية",164ee178a91659c60f3ac155b2635e4a,1,2026-05-12T19:25:55.302888+00:00,"category: Tiles, city: Alexandria, keyword: مصنع"
151,https://yellowpages.com.eg/en/profile/al_adel-factory-for-plastic-&-modern-containers/689510,Al-Adel Factory for Plastic & Modern Containers,مصنع العادل للبلاستيك والعبوات الحديثة,,,alexandria,,"0128-9996-700, 0109-0885-963, 0128-7234-157",,,https://www.facebook.com/profile.php?id=100064848801973,", Block 302, 2nd Industrial Zone, Borg el arab, Alexandria",", بلوك 302 - المنطقة الصناعية الثانية, برج العرب, الاسكندرية",0f14f57b3ee4e2e42f44b1c533338fb2,1,2026-05-12T19:25:39.009622+00:00,"category: Plastic & Rubber, city: Alexandria, keyword: مصنع"
150,https://yellowpages.com.eg/en/profile/al-zahraa-plastic-works/45240,Al Zahraa Plastic Works,مصنع الزهراء لصناعة البلاستيك,,,alexandria,,"0100-0523-997, 0127-0072-558",,https://www.zahraapack.com.eg/About-us.html,https://www.facebook.com/profile.php?id=100064041123560&mibextid=ZbWKwL,"6Th Of October St., Industrial Zone, El Bar El Qebly, Semouha, Alexandria","ش 6 اكتوبر , المنطقة الصناعية  - البر القبلى, سموحة, الاسكندرية",cb5f5a734223ac94fbfa5d0c5b498b2c,1,2026-05-12T19:25:30.491969+00:00,"category: Packaging, city: Alexandria, keyword: مصنع"
148,https://yellowpages.com.eg/en/profile/al-yasser-factory-for-veiled-clothes/494606,Al Yasser Factory For Veiled Clothes,مصنع ال ياسر لملابس المحجبات,,,cairo,,0111-2872-819,,,https://www.facebook.com/allayasserofficial/,"31 El Helmeya Bldgs. Rd. 19, Off Mansheyet El Tahrir St., Gesr el suez, Cairo","31 مساكن الحلمية ش 19, متفرع من ش منشية التحرير, جسر السويس, القاهرة",ad361099ab054f567ca92dc1a069feac,1,2026-05-12T19:24:59.341394+00:00,"category: Clothing Factories & Wholesalers, city: Cairo, keyword: مصنع"
141,https://yellowpages.com.eg/en/profile/al-sindi-for-automatic-doors-&-sunshapes/160802,Al Sindi For Automatic Doors & Sunshapes,مصنع السندى للابواب الاتوماتيكية والمظلات المعلقة,,,cairo,,0122-2535-387,,http://www.sindi-door.com/,,"4 El Mohandessin Towers,, Corniche El Maadi, Maadi, Cairo","4 ابراج المهندسين -, كورنيش المعادى, المعادى, القاهرة",67a5d926cbbef6cedf8343b98f7e65eb,1,2026-05-12T19:23:53.266130+00:00,"area: Maadi, category: Doors, Gates, Garage Doors & Fences, city: Cairo, keyword: مصنع"
140,https://yellowpages.com.eg/en/profile/al-sherif-confectionery-factory/38953,Al Sherif Confectionery Factory,مصنع الشريف للحلويات,,,alexandria,,03-5748-887,,,,"3 Iskarious St., Bakoos, Alexandria","3 ش اسكاريوس, باكوس, الاسكندرية",08a6643be59d8aba031e9e294f88ec8b,1,2026-05-12T19:23:45.471213+00:00,"category: Candy & Confectionery, city: Alexandria, keyword: مصنع"
132,https://yellowpages.com.eg/en/profile/al-qassar-factory-for-the-manufacture-&-assembly-of-electrical-panels/227589,Al Qassar Factory For The Manufacture & Assembly of Electrical Panels,مصنع القصار لتصنيع وتجميع اللوحات الكهربائية,,,giza,,"0114-6909-910, 0100-8616-246",,,,"Plot 125, , 6th Ind. Zone Ext., 6th of october, Giza","قطعة 125 -  - امتداد المنطقة الصناعية السادسة , السادس من اكتوبر, الجيزة",76ece028bbf5ccfefbf22e236cb10981,1,2026-05-12T19:21:47.450788+00:00,"category: Electricity, Power Protection, Control Units and Insulators, city: Giza, keyword: مصنع"
130,https://yellowpages.com.eg/en/profile/al-negma-al-zahabeya-factory/104736,Al Negma Al Zahabeya Factory,مصنع النجمة الذهبية,,,cairo,,02-2697-4740,,,,"54 Ahmed Refaat St., El herafeyeen, Cairo","54 ش احمد رفعت, الحرفيين, القاهرة",0dacacff13f0f7bd82a1ecda9dd3f5b6,1,2026-05-12T19:21:15.320180+00:00,"category: Textiles, city: Cairo, keyword: مصنع"
128,https://yellowpages.com.eg/en/profile/al-mutawakkil-factory-for-furniture/509010,Al Mutawakkil Factory For Furniture,مصنع المتوكل للاثاث,,,giza,,"0101-6770-311, 0111-5458-501",,,,"19 Galal St., El Mariouteya, Faisal, Giza","19 ش جلال, المريوطية, فيصل, الجيزة",97c46080b25672e0f7ca9d465729c70e,1,2026-05-12T19:20:37.363546+00:00,"category: Home, Office and Garden Furniture, city: Giza, keyword: مصنع"
126,https://yellowpages.com.eg/en/profile/al-mansouri-factory-for-marble-and-granite-works/655351,Al Mansouri Factory For Marble And Granite Works,مصنع المنصورى للاعمال الرخام والجرانيت,,,cairo,,0122-7292-305,,http://www.elmansory.com/,https://www.facebook.com/%D8%B4%D8%B1%D9%83%D8%A9-%D8%A7%D9%84%D9%85%D9%86%D8%B5%D9%88%D8%B1%D9%89-%D9%84%D8%A3%D8%B9%D9%85%D8%A7%D9%84-%D8%A7%D9%84%D8%B1%D8%AE%D8%A7%D9%85-%D9%88%D8%A7%D9%84%D8%AC%D8%B1%D8%A7%D9%86%D9%8A%D8%AA-604240190002694/,"Autostrad Rd., Industrial Zone Marble And Granite Shak El Thoaban, Maadi, Cairo                                                    Entrance Of Badr El LithyShak El Thoaban","طريق الاوتوستراد, منطقة الصناعية لرخام والجرانيت شق التعبان, المعادى, القاهرة                                                    مدخل بدر الليثي",82bb9c19ab7500b13bd45ffb3716f0c7,1,2026-05-12T19:20:09.637085+00:00,"area: Maadi, category: Marble and Granite, city: Cairo, keyword: مصنع"
124,https://yellowpages.com.eg/en/profile/al-madina-al-monawara-factory/623640,Al Madina Al Monawara Factory,مصنع المدينة المنورة,,,alexandria,,"0100-1844-321, 0106-3199-660",,,https://www.facebook.com/%D9%85%D8%B5%D9%86%D8%B9-%D8%A7%D9%84%D9%85%D8%AF%D9%8A%D9%86%D8%A9-%D8%A7%D9%84%D9%85%D9%86%D9%88%D8%B1%D8%A9-%D9%84%D9%84%D8%A8%D9%84%D8%A7%D8%B7-%D9%88%D8%A7%D9%84%D8%A5%D9%86%D8%AA%D8%B1%D9%84%D9%88%D9%83-%D8%A7%D9%84%D9%85%D9%84%D9%88%D9%86-291895721673370,"Rd. 14, Air Port Sq., El Hawareya, Borg el arab, Alexandria","ش 14، ميدان المطار، الهوارية, برج العرب, الاسكندرية",541c669ccbb4114dcf1ed8dc6bd28042,1,2026-05-12T19:19:47.745955+00:00,"category: Cement, Concrete, Gypsum & Brick, city: Alexandria, keyword: مصنع"
